#,LINEARobjectID,LCtype,P,A,stdev,rms,Lchi2pdf,nObs,skew,kurt,CUF
,7576482,5,0.262927,0.67,0.23,0.27,0.808,234,1.05,0.88,1
,7580734,2,0.314956,0.44,0.15,0.2,1.524,387,-0.13,-1.34,1
,7581097,1,0.663118,0.75,0.24,0.25,0.937,321,0.29,1.29,1
,7584848,1,0.764429,0.31,0.1,0.14,2.092,323,-0.71,-0.66,2
,7585538,1,0.630395,0.37,0.11,0.13,0.664,293,-0.09,-0.31,1
,7588306,0,3.527697,0.4,0.14,0.16,2.256,381,0.74,0.93,1
,7593064,1,0.745896,0.35,0.11,0.15,0.908,478,0.07,-1.02,1
,7598693,1,0.622965,0.34,0.11,0.12,1.088,104,-0.69,-0.18,2
,7601233,1,0.522286,0.83,0.27,0.33,1.979,462,-0.44,-0.92,1
,7602264,5,0.336994,0.58,0.18,0.15,0.742,443,2.22,5.43,2
,7608854,1,0.55145,0.69,0.21,0.21,0.784,223,-0.78,0.38,2
,7611453,6,0.069837,0.42,0.23,0.18,1.714,220,4.68,34.76,1
,7630668,1,0.618614,0.43,0.15,0.21,1.556,193,0.08,-1.28,2
,7633058,5,0.270434,0.32,0.11,0.14,1.338,193,0.89,-0.13,1
,7644368,2,0.209264,0.56,0.16,0.18,2.594,253,0.2,-0.13,2
,7644672,2,0.285774,0.5,0.17,0.23,1.009,273,-0.23,-1.01,2
,7649575,1,0.642928,0.8,0.24,0.28,2.0,281,-0.46,-0.73,1
,7651171,1,0.62173,0.43,0.15,0.19,1.26,333,0.12,-1.08,1
,7657340,1,0.495484,0.82,0.27,0.34,1.732,482,-0.67,-0.5,1
,7657552,1,0.504539,0.82,0.26,0.29,1.763,429,-1.04,0.17,1
,7657773,1,0.630302,0.82,0.27,0.27,1.409,422,0.34,3.12,1
,7661142,1,0.549369,0.74,0.23,0.27,1.184,489,-0.47,-0.61,1
,7663665,5,0.276384,0.69,0.22,0.29,2.148,490,0.95,-0.23,1
,7667538,6,0.053153,0.48,0.16,0.19,1.514,344,-0.56,-0.69,1
,7673372,1,0.584005,0.49,0.17,0.18,0.645,279,-0.01,0.11,2
,7673657,1,0.621032,0.6,0.2,0.25,0.923,211,-0.04,-0.45,1
,7673910,1,0.776527,0.4,0.13,0.18,1.295,301,-0.31,-1.15,1
,7679659,4,0.440932,0.61,0.22,0.24,1.837,295,2.23,7.06,1
,7679709,0,0.613384,0.51,0.17,0.21,1.215,237,0.07,-0.86,2
,7682813,0,461.744415,0.73,0.19,0.11,1.516,279,-2.23,5.04,1
,7685659,2,0.25238,0.41,0.15,0.18,1.033,393,0.49,1.98,1
,7687811,1,0.469814,0.82,0.26,0.31,1.314,433,-0.33,-0.74,1
,7691010,1,0.51393,0.88,0.28,0.31,1.281,402,-0.54,-0.18,1
,7699470,1,0.582558,0.64,0.19,0.24,1.571,424,-0.42,-0.85,1
,7700211,1,0.60042,0.59,0.2,0.22,0.686,407,0.19,1.07,1
,7701242,5,0.293471,0.37,0.12,0.15,2.346,405,0.31,-1.0,1
,7703790,7,279.978699,1.62,0.51,0.64,3.151,473,0.2,-1.01,1
,7704199,6,0.065025,0.49,0.17,0.21,1.201,238,-0.22,-0.86,1
,7705899,1,0.658145,0.42,0.14,0.17,1.818,479,-0.22,-1.11,1
,7706724,1,0.667327,0.37,0.12,0.16,2.386,454,-0.23,-1.13,1
,7707014,1,0.455242,0.85,0.25,0.28,2.433,485,-1.0,0.17,1
,7708125,5,0.288096,0.39,0.13,0.17,1.016,470,0.68,-0.37,1
,7712495,1,0.56248,0.75,0.24,0.3,2.146,457,-0.68,-0.7,1
,7716220,1,0.563335,0.69,0.22,0.22,1.725,459,-0.82,-0.09,1
,7723123,2,0.400058,0.43,0.15,0.2,1.625,451,-0.03,-1.47,1
,7723614,1,0.560909,0.68,0.22,0.26,1.728,533,-0.45,-0.62,1
,7724094,2,0.325338,0.52,0.17,0.21,0.563,274,-0.07,-0.83,1
,7735376,1,0.565169,0.75,0.24,0.29,1.748,283,-0.46,-0.94,1
,7735416,5,0.218436,0.53,0.19,0.19,0.709,335,0.83,1.59,1
,7736895,2,0.286974,0.36,0.12,0.17,1.34,354,0.17,-1.22,1
,7739143,5,0.242725,0.46,0.15,0.17,2.071,230,0.85,-0.26,1
,7741931,5,0.285343,0.76,0.28,0.31,2.745,237,1.57,5.03,1
,7742091,5,0.325238,0.33,0.1,0.12,2.096,248,0.56,-0.62,1
,7744346,7,236.882599,1.21,0.4,0.52,2.85,269,0.18,-1.17,1
,7752987,7,155.106003,1.54,0.52,0.67,3.282,250,0.58,0.26,1
,7753267,1,0.714493,0.34,0.1,0.13,1.336,242,0.21,-0.83,2
,7757410,5,0.591127,0.26,0.23,0.1,1.911,235,7.77,77.92,2
,7763356,5,0.27279,0.27,0.15,0.09,1.461,234,5.25,41.55,2
,7768549,2,0.301092,0.56,0.19,0.24,0.696,212,0.26,0.01,1
,7769095,1,0.624352,0.39,0.12,0.14,1.597,247,-0.53,-0.51,1
,7772022,5,0.280143,0.5,0.17,0.24,1.746,180,0.39,-1.16,1
,7775137,2,0.32636,0.49,0.17,0.2,0.504,151,-0.09,-0.43,1
,7776100,5,0.260878,0.61,0.2,0.26,1.725,255,0.67,-0.75,1
,7776303,1,0.492339,0.96,0.33,0.41,1.785,129,-0.12,-1.1,1
,7778095,4,0.540817,0.45,0.13,0.08,0.639,264,2.58,6.78,1
,7779525,5,0.302938,0.61,0.21,0.23,1.431,167,1.18,0.03,1
,7779915,2,0.350403,0.38,0.14,0.17,0.735,253,1.13,4.63,1
,7780315,5,0.34183,0.5,0.17,0.21,2.477,277,0.88,0.13,1
,7787834,1,0.46597,0.94,0.31,0.37,2.377,281,-1.1,-0.06,1
,7792311,2,0.399834,0.45,0.14,0.16,1.349,243,-0.49,-0.01,1
,7797681,4,0.751493,0.23,0.12,0.07,1.695,259,4.05,18.9,1
,7805413,1,0.523179,0.84,0.26,0.26,1.655,237,-0.61,-0.41,1
,7806051,5,0.344076,0.39,0.13,0.17,1.982,244,0.57,-0.95,1
,7810484,1,0.477397,0.8,0.26,0.29,1.662,236,-0.88,-0.03,1
,7811366,1,0.489522,0.81,0.25,0.28,2.014,253,-0.8,-0.1,1
,7813329,5,0.296476,0.32,0.1,0.1,1.906,55,0.79,-0.41,3
,7819052,1,0.542372,0.68,0.21,0.24,2.043,294,-0.81,-0.27,1
,7820016,1,0.603791,0.5,0.17,0.21,0.926,269,0.28,-0.17,1
,7824100,4,1.472112,0.51,0.17,0.15,0.922,286,1.41,3.12,1
,7826974,5,0.271156,0.44,0.14,0.19,1.64,270,0.55,-0.87,1
,7827663,2,0.39083,0.42,0.12,0.14,1.73,385,-0.32,-0.2,1
,7830410,1,0.563899,0.95,0.3,0.25,1.618,40,0.74,0.73,2
,7834923,6,0.048353,0.3,0.16,0.11,1.78,369,6.73,80.52,1
,7836810,1,0.547261,0.63,0.2,0.23,1.589,362,0.09,-0.47,2
,7837779,5,0.268641,0.61,0.22,0.24,0.766,246,0.98,0.37,1
,7838350,5,0.301517,0.32,0.12,0.12,0.746,362,1.76,8.71,2
,7844345,1,0.558228,0.74,0.22,0.26,1.187,437,-0.47,-0.47,1
,7846640,1,0.551498,0.87,0.26,0.25,1.459,447,-0.87,0.4,1
,7849619,1,0.543892,0.71,0.23,0.3,3.005,445,-0.62,-0.85,1
,7852994,1,0.643851,0.53,0.2,0.22,1.014,448,3.19,38.07,1
,7853020,1,0.470658,0.88,0.29,0.38,2.975,466,-0.92,-0.34,1
,7856049,1,0.541362,0.68,0.22,0.28,2.376,253,-0.61,-0.86,1
,7862277,2,0.424847,0.53,0.17,0.21,2.117,231,-0.72,-0.59,2
,7862348,1,0.536482,0.72,0.24,0.28,2.888,286,-0.65,-0.51,1
,7862869,2,0.29531,0.46,0.17,0.25,2.228,270,-0.26,-1.55,1
,7864388,7,143.895203,1.33,0.41,0.4,1.582,171,0.96,0.61,1
,7868255,1,0.666414,0.45,0.15,0.21,1.568,241,-0.66,-0.64,1
,7870525,5,0.225559,0.47,0.16,0.2,1.246,273,0.63,-0.8,1
,7874933,1,0.526279,1.01,0.35,0.49,2.056,284,-0.59,-1.06,1
,7876270,5,0.28105,0.3,0.1,0.13,1.815,259,0.14,-1.21,1
,7882223,5,0.3071,0.47,0.16,0.19,2.493,244,0.85,0.65,2
,7892817,2,0.35683,0.47,0.14,0.16,0.873,202,-0.45,-0.22,1
,7897530,1,0.553691,0.8,0.26,0.28,0.855,297,0.06,0.4,1
,7904246,1,0.692874,0.7,0.21,0.22,1.944,192,-0.57,-0.53,1
,7907059,2,0.358507,0.4,0.12,0.13,1.716,204,-0.84,-0.31,1
,7908101,5,0.419036,0.65,0.21,0.24,1.486,242,1.15,0.34,2
,7908628,1,0.549019,0.82,0.24,0.28,1.762,263,-0.5,-0.55,1
,7912225,5,0.2641,0.35,0.12,0.14,1.444,157,0.41,-0.96,1
,7914586,5,0.597409,0.7,0.22,0.16,0.601,125,1.64,2.43,2
,7917896,4,1.081581,0.85,0.24,0.09,1.845,208,2.69,6.09,1
,7918398,5,0.249133,1.0,0.3,0.28,0.886,251,1.42,1.65,1
,7925995,1,0.476607,0.96,0.3,0.37,2.287,270,-0.59,-0.73,1
,7929591,2,0.342076,0.41,0.27,0.16,0.482,273,6.41,51.27,1
,7930184,5,0.24414,0.34,0.11,0.14,1.317,270,0.43,-0.82,1
,7933373,2,0.328762,0.36,0.12,0.16,1.87,328,-0.08,-1.35,2
,7933961,5,0.210959,0.52,0.24,0.23,1.645,336,3.32,21.88,1
,7939377,1,0.663159,0.7,0.32,0.27,1.132,477,-1.85,21.52,1
,7946726,5,0.2689,0.57,0.2,0.26,1.195,234,0.58,-0.92,1
,7946773,2,0.3621,0.5,0.16,0.2,1.866,218,-0.07,-0.96,1
,7949405,1,0.527533,0.86,0.28,0.31,1.522,240,-0.77,-0.56,1
,7950636,5,0.430047,0.57,0.16,0.14,1.036,234,1.72,2.65,2
,7953994,6,0.064604,0.34,0.11,0.13,0.806,246,-0.4,-0.44,1
,7956170,1,0.553231,1.26,0.4,0.19,1.796,186,2.09,8.42,2
,7956265,1,0.659803,0.75,0.23,0.21,0.959,194,-0.78,0.01,1
,7957197,1,0.606466,0.93,0.28,0.26,0.837,189,0.81,2.03,1
,7971824,5,0.27549,0.33,0.12,0.15,1.948,199,0.48,-0.2,1
,7977207,2,0.358098,0.53,0.18,0.25,1.88,218,-0.42,-1.15,1
,7984971,2,0.272838,0.26,0.12,0.11,1.191,323,4.17,32.45,1
,7990577,1,0.613319,0.61,0.19,0.21,0.802,332,0.17,-0.08,1
,7992141,4,0.688642,0.47,0.15,0.17,1.727,324,2.17,3.84,1
,7996831,2,0.113054,0.29,0.16,0.12,1.291,375,6.21,60.42,2
,7997579,1,0.486694,0.92,0.28,0.33,1.324,465,-0.41,-0.65,1
,8000465,1,0.70084,0.38,0.13,0.16,1.103,505,0.22,0.03,2
,8003415,1,0.640892,0.53,0.18,0.23,1.859,296,0.18,-1.25,1
,8008705,5,0.296773,0.45,0.15,0.18,2.283,308,0.45,-0.49,1
,8010233,1,0.732548,0.45,0.13,0.16,1.763,490,-0.48,-0.53,1
,8013409,1,0.708755,0.71,0.23,0.27,2.694,378,-0.87,1.24,1
,8015684,2,0.365529,0.41,0.15,0.2,1.635,367,-0.11,-1.27,1
,8021895,5,0.266126,0.62,0.2,0.24,1.316,466,1.0,0.65,1
,8025716,5,0.302581,0.44,0.14,0.2,1.325,366,0.59,-0.96,1
,8027315,1,0.480501,0.9,0.29,0.36,2.135,472,-0.78,-0.48,1
,8029443,5,0.304456,0.52,0.18,0.22,1.78,366,0.86,-0.29,1
,8032669,5,0.256804,0.54,0.18,0.22,0.784,410,0.49,-0.47,1
,8036191,2,0.363861,0.43,0.16,0.22,1.884,438,0.02,-1.62,1
,8037245,2,0.299589,0.44,0.15,0.21,1.235,454,-0.19,-1.25,1
,8044046,1,0.547954,0.78,0.25,0.28,1.526,436,-0.72,-0.22,1
,8044339,0,-9.9,0.4,0.12,0.15,0.495,200,-0.83,0.18,1
,8052673,1,0.562212,0.94,0.31,0.37,2.552,285,-0.67,-0.75,1
,8053621,0,0.400139,0.42,0.15,0.17,1.802,261,0.87,0.9,1
,8057988,1,0.639647,0.7,0.22,0.25,1.331,240,-0.46,-0.38,1
,8071805,2,0.360984,0.37,0.13,0.17,1.875,233,-0.17,-1.33,1
,8071882,1,0.528105,0.79,0.26,0.25,2.719,226,-0.49,0.4,1
,8075268,1,0.438578,0.61,0.19,0.2,0.605,121,0.16,0.28,1
,8076395,5,0.361883,0.59,0.19,0.22,2.598,205,0.58,-0.64,1
,8076889,1,0.642256,0.8,0.25,0.3,1.162,188,-0.38,-0.88,1
,8078575,2,0.343167,0.44,0.15,0.18,0.846,223,0.17,-0.82,1
,8078628,5,0.940526,0.4,0.13,0.15,1.341,174,0.97,0.3,1
,8085093,2,0.292651,0.46,0.16,0.23,1.446,249,0.38,-1.15,1
,8085095,5,0.291226,0.36,0.12,0.12,0.487,325,1.35,5.56,2
,8085222,6,0.05736,0.56,0.18,0.22,1.222,246,-0.66,-0.82,1
,8088756,1,0.463878,1.09,0.38,0.49,1.726,220,-0.59,-1.06,1
,8095807,5,0.329386,0.51,0.17,0.24,1.592,272,0.25,-1.27,1
,8096970,2,0.358816,0.41,0.13,0.16,0.598,281,-0.05,-0.71,2
,8097511,2,0.342761,0.37,0.13,0.16,0.81,272,0.04,-0.77,1
,8099074,1,0.481263,0.98,0.36,0.39,1.519,274,0.53,1.93,1
,8100474,1,0.541738,0.7,0.22,0.26,1.45,236,-0.4,-0.62,1
,8107761,1,0.569056,0.6,0.2,0.26,1.201,204,-0.17,-1.15,1
,8119639,2,0.417507,0.39,0.17,0.16,1.231,291,5.8,67.48,2
,8125320,2,0.258142,0.34,0.12,0.16,2.062,178,-0.04,-1.44,1
,8127317,1,0.632086,0.44,0.14,0.16,2.075,204,-1.38,3.9,1
,8129190,1,0.532312,0.66,0.23,0.3,2.8,187,-0.67,-0.38,1
,8130793,1,0.64062,0.4,0.12,0.14,1.87,256,-0.11,-0.15,1
,8132908,1,0.61554,0.51,0.17,0.24,1.738,248,-0.19,-1.3,1
,8133468,2,0.292985,0.68,0.24,0.26,0.914,223,0.81,2.16,1
,8133488,5,0.24811,0.62,0.22,0.27,1.888,253,0.73,-0.61,1
,8140987,2,0.273727,0.41,0.14,0.19,1.71,486,0.42,-1.07,2
,8144801,4,1.365653,0.66,0.2,0.12,2.211,347,2.49,5.69,2
,8145151,1,0.620431,0.41,0.13,0.15,0.871,359,0.05,-0.62,1
,8153152,1,0.588595,0.62,0.2,0.23,1.511,445,-0.53,-0.73,1
,8153673,2,0.359835,0.35,0.11,0.15,1.809,442,-0.36,-0.99,1
,8154564,1,0.680372,0.66,0.2,0.25,1.027,455,-0.24,-0.88,1
,8155947,1,0.526446,0.64,0.22,0.24,2.714,211,-1.27,0.99,1
,8168422,5,0.26692,0.38,0.17,0.16,1.92,262,4.28,34.63,1
,8171777,1,0.551874,0.85,0.27,0.31,2.945,235,-0.46,-0.67,1
,8173247,1,0.595809,0.89,0.36,0.34,1.74,241,1.86,10.59,1
,8174779,5,0.282289,0.61,0.21,0.28,1.915,268,0.66,-0.92,1
,8175323,4,0.970258,0.46,0.15,0.16,1.129,218,1.1,0.06,2
,8175767,1,0.570768,0.96,0.34,0.32,1.196,273,1.11,4.66,1
,8185242,1,0.647804,0.48,0.15,0.2,1.721,297,-0.47,-0.93,1
,8189653,5,0.288692,0.4,0.14,0.16,1.699,245,0.3,-1.13,1
,8204721,1,0.537985,0.69,0.22,0.24,1.23,199,-0.73,-0.34,1
,8205369,1,0.689844,0.58,0.18,0.23,1.266,175,-0.07,-0.84,1
,8206105,5,0.613267,0.32,0.11,0.14,1.786,319,0.22,-1.28,1
,8207815,1,0.517241,0.91,0.28,0.34,1.99,254,-0.94,-0.05,1
,8209250,5,0.225435,0.46,0.15,0.16,1.97,302,0.71,-0.46,1
,8214374,1,0.487297,0.9,0.3,0.33,1.221,264,-0.13,-0.31,1
,8222011,2,0.350919,0.54,0.17,0.21,1.276,264,-0.12,-0.75,1
,8223829,5,0.295675,0.61,0.2,0.26,1.928,192,0.46,-1.01,1
,8224922,2,0.349489,0.39,0.12,0.14,1.008,107,-0.24,-0.86,1
,8229040,1,0.640532,0.67,0.22,0.27,1.686,238,-0.58,-0.89,1
,8230589,2,0.407114,0.4,0.14,0.17,0.822,162,0.07,-0.68,1
,8242999,5,0.335596,0.33,0.11,0.13,1.72,172,0.54,-0.08,1
,8244316,5,0.260801,0.44,0.26,0.16,0.839,223,3.7,16.9,1
,8244381,1,0.601931,0.88,0.27,0.27,1.952,45,-0.94,0.28,3
,8245347,5,0.272885,0.56,0.2,0.26,1.335,270,0.47,-1.02,1
,8245702,2,0.280386,0.64,0.21,0.23,0.849,273,0.52,1.37,3
,8249262,1,0.474779,0.95,0.31,0.36,3.234,251,-0.76,-0.54,1
,8250507,1,0.566088,0.83,0.26,0.31,2.809,449,-0.73,-0.34,1
,8251303,5,0.304212,0.6,0.2,0.24,2.394,507,0.97,-0.11,1
,8255199,1,0.526934,0.8,0.26,0.29,1.715,124,-0.68,-0.6,1
,8262111,5,0.280448,0.35,0.12,0.14,2.118,235,0.32,-0.73,1
,8262812,5,0.303898,0.38,0.12,0.17,1.791,253,0.67,-0.78,1
,8264035,1,0.530998,1.03,0.3,0.34,1.531,215,-0.61,-0.11,1
,8267062,1,0.518481,0.74,0.26,0.3,1.939,197,-0.8,-0.56,1
,8268341,5,0.258473,0.66,0.21,0.24,2.093,194,0.96,-0.17,1
,8268447,5,0.319666,0.37,0.12,0.14,1.244,161,0.49,-0.81,1
,8269323,5,0.250379,0.33,0.11,0.13,0.713,194,0.22,-1.0,1
,8271702,0,-9.9,0.34,0.1,0.12,0.559,195,0.6,-0.15,1
,8280759,5,0.296811,0.36,0.12,0.14,0.851,177,0.53,0.18,1
,8295858,2,0.378558,0.49,0.17,0.18,0.629,305,-0.56,1.73,1
,8298331,2,0.401228,0.49,0.41,0.17,1.421,304,4.59,22.86,2
,8298345,5,0.271893,0.33,0.11,0.14,0.631,309,0.26,-0.59,1
,8300756,7,119.121292,0.44,0.14,0.19,2.208,326,0.38,-0.79,3
,8306649,1,0.783199,0.85,0.26,0.28,1.386,318,-0.89,-0.17,1
,8307613,1,0.710893,0.35,0.2,0.14,0.606,290,5.61,46.71,2
,8309159,0,424.962219,0.52,0.17,0.09,0.776,105,1.87,2.98,1
,8311517,1,0.523348,0.84,0.27,0.32,2.023,331,-0.71,-0.56,1
,8313260,1,0.612572,0.62,0.2,0.24,0.872,337,-0.02,0.26,1
,8316634,1,0.541657,0.8,0.26,0.34,3.201,218,-0.67,-0.77,1
,8318076,1,0.506939,0.85,0.29,0.37,2.363,475,-0.49,-0.96,1
,8318215,1,0.560441,0.69,0.22,0.27,1.756,428,-0.41,-0.94,1
,8321320,5,0.230148,0.36,0.11,0.15,0.6,393,0.45,-0.6,1
,8325365,1,0.595146,0.54,0.17,0.22,1.919,388,0.06,-1.1,1
,8331094,2,0.267542,0.41,0.14,0.19,1.709,430,-0.14,-1.3,1
,8337518,1,0.536967,0.88,0.28,0.33,1.378,466,-0.47,-0.69,1
,8338209,1,0.657459,0.51,0.16,0.2,1.031,473,-0.06,-0.21,1
,8342007,1,0.469586,0.87,0.29,0.4,2.448,491,-0.74,-0.73,1
,8342822,5,0.244611,0.32,0.11,0.12,0.509,422,0.3,3.92,1
,8343291,1,0.569792,0.76,0.23,0.26,2.193,474,-0.74,-0.3,1
,8344348,1,0.598448,0.81,0.28,0.35,1.862,40,-0.59,-0.86,1
,8346395,4,0.649444,0.53,0.15,0.11,0.723,240,2.15,4.25,1
,8351552,2,0.274151,0.38,0.17,0.19,1.497,249,1.83,6.65,1
,8359936,1,0.639151,0.32,0.13,0.13,0.741,237,1.1,4.83,1
,8366927,1,0.510635,0.96,0.32,0.38,2.764,231,-0.7,-0.82,1
,8370218,1,0.650004,0.66,0.21,0.22,1.491,257,-0.7,-0.03,1
,8373230,2,0.336737,0.41,0.14,0.18,0.587,211,-0.01,-0.97,1
,8377916,0,-9.9,0.67,0.23,0.26,1.38,58,-0.38,-0.81,1
,8378112,2,0.380546,0.54,0.18,0.21,1.14,197,-0.38,-0.66,1
,8380961,1,0.713161,0.67,0.22,0.27,0.873,234,-0.03,-0.56,1
,8384110,1,0.651923,0.71,0.24,0.3,1.324,205,-0.15,-0.39,1
,8386990,1,0.607553,0.73,0.23,0.26,2.383,239,-0.51,-0.75,1
,8393986,0,-9.9,0.97,0.34,0.49,1.056,43,-0.11,-1.4,1
,8394074,0,-9.9,1.07,0.32,0.32,1.356,226,-0.2,-0.16,1
,8395250,1,0.506557,0.91,0.29,0.34,1.95,230,-0.45,-0.87,1
,8397238,0,-9.9,0.41,0.17,0.17,2.595,214,1.71,11.15,1
,8397579,1,0.609761,0.42,0.13,0.13,1.402,93,-0.52,-0.58,3
,8404938,5,0.375777,0.46,0.17,0.24,1.788,232,0.22,-1.3,1
,8405435,1,0.666741,0.61,0.19,0.22,1.633,260,-0.63,-0.7,1
,8412417,5,0.276578,0.52,0.26,0.18,2.103,117,2.64,13.44,1
,8418765,2,0.32335,0.32,0.11,0.14,1.12,236,0.18,-1.21,1
,8421216,1,0.638024,0.64,0.21,0.24,0.896,278,-0.01,-0.63,1
,8426776,1,0.62136,0.32,0.11,0.13,2.276,236,-0.1,-0.98,1
,8428593,1,0.468272,1.05,0.35,0.43,2.445,299,-0.33,-0.96,1
,8436084,5,0.709161,0.52,0.17,0.2,0.992,258,0.51,-0.01,1
,8440571,0,0.291341,0.4,0.13,0.17,0.969,241,0.12,-0.95,4
,8440712,1,0.558372,0.56,0.18,0.2,0.821,327,-0.31,-0.21,2
,8440719,0,0.291341,0.32,0.11,0.13,1.188,244,0.11,-1.05,4
,8440861,1,0.65217,0.57,0.19,0.26,2.561,289,-0.2,-1.21,1
,8441319,5,0.291341,0.33,0.12,0.16,2.213,238,0.28,-0.02,2
,8448689,7,114.233391,0.98,0.31,0.39,2.122,379,0.55,-0.63,1
,8448916,0,0.291341,0.33,0.11,0.14,1.854,244,0.06,-1.23,4
,8450352,0,0.291341,0.38,0.12,0.13,0.494,249,0.32,-0.23,4
,8452517,0,-9.9,0.39,0.13,0.17,1.251,176,0.45,-1.08,1
,8453011,1,0.589816,0.67,0.21,0.25,2.008,353,-0.59,-0.2,1
,8455439,0,-9.9,0.34,0.11,0.13,0.631,455,0.01,-0.28,1
,8458526,5,0.244611,0.49,0.16,0.22,2.12,403,1.12,-0.05,1
,8462944,0,0.120976,-9.9,0.12,0.14,0.531,451,-0.28,-0.23,1
,8468878,5,0.322084,0.47,0.16,0.2,1.524,188,0.85,-0.38,1
,8480948,1,0.553414,0.83,0.27,0.34,1.244,253,-0.54,-0.91,1
,8482990,1,0.631851,0.75,0.25,0.28,1.372,265,0.41,1.53,1
,8483641,5,0.42653,0.4,0.14,0.17,1.757,272,0.63,-0.93,1
,8489525,4,0.835,0.44,0.16,0.13,1.467,284,2.21,6.14,1
,8491405,1,0.500718,0.62,0.18,0.18,1.173,243,-1.06,0.76,1
,8495939,5,0.211132,0.49,0.16,0.17,0.942,241,0.49,-0.64,1
,8503727,1,0.479582,0.99,0.32,0.41,2.282,219,-0.49,-0.96,1
,8505209,2,0.316221,0.37,0.14,0.19,2.297,210,0.25,0.2,1
,8512182,1,0.610432,0.64,0.2,0.21,0.633,243,-0.42,0.31,2
,8520012,2,0.317198,0.47,0.17,0.24,1.36,233,0.01,-1.39,1
,8530918,1,0.496195,1.01,0.35,0.42,2.502,215,-0.25,-0.32,1
,8533369,5,0.238674,0.63,0.22,0.28,0.825,200,0.34,-1.03,1
,8535481,1,0.652443,0.43,0.14,0.17,1.564,180,-0.26,-0.68,1
,8540533,1,0.526531,0.79,0.28,0.32,2.461,323,0.43,4.24,1
,8540978,1,0.47855,1.01,0.31,0.35,1.399,320,-0.59,-0.63,1
,8546057,7,113.728096,0.57,0.18,0.22,2.262,290,0.36,-0.58,1
,8553513,5,0.237911,0.51,0.17,0.21,1.036,453,0.95,0.35,1
,8553840,5,0.36452,0.46,0.15,0.2,2.313,436,0.61,-0.72,1
,8556012,1,0.641235,0.38,0.13,0.16,0.648,185,0.74,1.74,2
,8557052,5,0.297052,0.57,0.19,0.23,1.337,238,0.76,-0.36,1
,8557235,5,0.297041,0.35,0.12,0.13,0.917,214,0.54,-0.1,2
,8561625,1,0.576926,0.65,0.2,0.22,1.257,189,-0.42,-0.04,1
,8564618,1,0.59368,0.8,0.25,0.24,1.924,227,-0.98,0.04,1
,8570281,1,0.532941,0.74,0.23,0.24,0.733,165,-1.09,0.84,1
,8574195,1,0.576061,0.77,0.27,0.35,1.675,188,-0.26,-1.26,1
,8578437,1,0.513241,0.6,0.2,0.21,1.888,154,-0.93,0.31,1
,8581632,1,0.552756,0.58,0.19,0.17,1.727,176,-1.02,0.57,1
,8590640,1,0.542571,0.67,0.22,0.27,1.682,219,-0.68,-0.39,1
,8595866,2,0.331941,0.38,0.13,0.18,1.324,318,0.43,-0.24,1
,8596593,1,0.627577,0.55,0.23,0.18,0.825,217,2.41,10.86,1
,8599554,5,0.266099,0.57,0.19,0.24,2.66,257,0.54,-0.98,1
,8604367,5,0.227772,0.73,0.35,0.33,1.567,286,2.78,12.21,1
,8605645,5,0.337479,0.34,0.11,0.12,1.538,255,0.75,-0.57,1
,8607779,1,0.514024,0.41,0.12,0.11,2.209,171,-1.65,2.68,1
,8608048,1,0.545587,0.59,0.2,0.26,0.967,265,-0.21,-0.87,1
,8608952,1,0.567372,0.51,0.13,0.07,1.925,217,-2.41,5.85,3
,8610884,1,0.592421,0.54,0.17,0.22,1.475,277,-0.67,-0.53,1
,8610949,1,0.583834,0.59,0.19,0.23,1.96,252,-0.61,-0.49,1
,8611053,5,0.239694,0.52,0.17,0.2,0.664,268,0.57,-0.62,1
,8611846,1,0.601571,0.52,0.17,0.22,1.008,269,-0.17,-1.11,1
,8618638,1,0.702632,0.39,0.13,0.16,1.057,285,-0.01,-0.89,2
,8620327,1,0.665734,0.66,0.22,0.26,1.181,335,-0.05,-0.38,1
,8620650,5,0.325989,0.37,0.16,0.16,2.02,341,4.67,44.41,1
,8622852,0,0.325988,0.13,0.13,0.06,0.716,331,14.67,244.43,1
,8623110,1,0.456804,0.75,0.24,0.25,2.882,226,-1.25,1.05,1
,8624807,5,0.325987,0.48,0.2,0.07,1.17,335,4.19,18.24,1
,8627194,1,0.623206,0.57,0.18,0.2,1.112,359,0.06,-0.63,1
,8627731,5,0.325987,0.25,0.16,0.09,0.497,327,5.42,37.36,1
,8629192,5,0.325989,0.24,0.13,0.1,0.61,320,5.68,45.89,2
,8630471,1,0.576431,0.79,0.25,0.32,1.173,379,-0.19,-0.91,1
,8631163,1,0.648802,0.52,0.17,0.21,1.611,71,0.19,-1.17,1
,8636148,5,0.237536,0.59,0.19,0.23,0.917,500,0.93,-0.14,1
,8637808,2,0.347241,0.38,0.13,0.18,1.597,343,0.03,-1.44,1
,8640362,2,0.344191,0.4,0.14,0.18,1.164,444,0.02,-1.04,1
,8640880,5,0.261184,0.49,0.17,0.23,2.627,488,0.19,-1.11,1
,8641088,1,0.599648,0.63,0.2,0.25,1.684,489,-0.42,-0.94,1
,8646040,1,0.623865,0.92,0.29,0.34,2.09,480,-0.66,-0.69,1
,8649255,1,0.493882,1.01,0.29,0.25,1.696,228,-0.28,0.84,1
,8658610,1,0.460444,0.76,0.37,0.19,2.844,194,3.31,15.73,2
,8669917,1,0.554219,0.71,0.24,0.29,2.108,228,-0.79,-0.12,1
